date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2023-11-26,SKU_0078,111,0,21.0,44
2023-12-03,SKU_0078,99,0,21.0,44
2023-12-10,SKU_0078,73,0,21.0,44
2023-12-17,SKU_0078,66,0,21.0,44
2023-12-24,SKU_0078,49,0,21.0,44
2023-12-31,SKU_0078,44,0,21.0,44
2024-01-07,SKU_0078,31,107,21.0,44
2024-01-14,SKU_0078,189,0,21.0,44
2024-01-21,SKU_0078,163,0,21.0,44
2024-01-28,SKU_0078,123,0,21.0,44
2024-02-04,SKU_0078,88,0,21.0,44
2024-02-11,SKU_0078,66,0,21.0,44
2024-02-18,SKU_0078,53,0,21.0,44
2024-02-25,SKU_0078,152,0,21.0,44
2024-03-03,SKU_0078,124,0,21.0,44
2024-03-10,SKU_0078,114,0,21.0,44
2024-03-17,SKU_0078,114,0,21.0,44
2024-03-24,SKU_0078,82,0,21.0,44
2024-03-31,SKU_0078,63,0,21.0,44
2024-04-07,SKU_0078,60,0,21.0,44
2024-04-14,SKU_0078,58,0,21.0,44
2024-04-21,SKU_0078,55,0,21.0,44
2024-04-28,SKU_0078,39,87,21.0,44
2024-05-05,SKU_0078,121,0,21.0,44
2024-05-12,SKU_0078,108,0,21.0,44
2024-05-19,SKU_0078,97,0,21.0,44
2024-05-26,SKU_0078,70,0,21.0,44
2024-06-02,SKU_0078,54,0,21.0,44
2024-06-09,SKU_0078,47,0,21.0,44
2024-06-16,SKU_0078,45,0,21.0,44
2024-06-23,SKU_0078,43,83,21.0,44
2024-06-30,SKU_0078,35,91,21.0,44
2024-07-07,SKU_0078,31,58,21.0,44
2024-07-14,SKU_0078,107,0,21.0,44
2024-07-21,SKU_0078,96,0,21.0,44
2024-07-28,SKU_0078,72,0,21.0,44
2024-08-04,SKU_0078,66,0,21.0,44
2024-08-11,SKU_0078,49,0,21.0,44
2024-08-18,SKU_0078,181,0,21.0,44
2024-08-25,SKU_0078,173,0,21.0,44
2024-09-01,SKU_0078,156,0,21.0,44
2024-09-08,SKU_0078,116,0,21.0,44
2024-09-15,SKU_0078,84,0,21.0,44
2024-09-22,SKU_0078,61,0,21.0,44
2024-09-29,SKU_0078,45,0,21.0,44
2024-10-06,SKU_0078,123,0,21.0,44
2024-10-13,SKU_0078,102,0,21.0,44
2024-10-20,SKU_0078,76,0,21.0,44
2024-10-27,SKU_0078,74,0,21.0,44
2024-11-03,SKU_0078,57,0,21.0,44
2024-11-10,SKU_0078,50,0,21.0,44
2024-11-17,SKU_0078,48,0,21.0,44
2024-11-24,SKU_0078,48,0,21.0,44
2024-12-01,SKU_0078,46,0,21.0,44
2024-12-08,SKU_0078,136,0,21.0,44
2024-12-15,SKU_0078,106,0,21.0,44
2024-12-22,SKU_0078,94,0,21.0,44
2024-12-29,SKU_0078,75,0,21.0,44
2023-01-01,SKU_0079,51,0,21.0,48
2023-01-08,SKU_0079,51,0,21.0,48
2023-01-15,SKU_0079,246,0,21.0,48
2023-01-22,SKU_0079,243,0,21.0,48
2023-01-29,SKU_0079,220,0,21.0,48
2023-02-05,SKU_0079,164,0,21.0,48
2023-02-12,SKU_0079,127,0,21.0,48
2023-02-19,SKU_0079,120,0,21.0,48
2023-02-26,SKU_0079,89,0,21.0,48
2023-03-05,SKU_0079,85,0,21.0,48
2023-03-12,SKU_0079,81,0,21.0,48
2023-03-19,SKU_0079,67,0,21.0,48
2023-03-26,SKU_0079,59,0,21.0,48
2023-04-02,SKU_0079,55,0,21.0,48
2023-04-09,SKU_0079,40,130,21.0,48
2023-04-16,SKU_0079,31,131,21.0,48
2023-04-23,SKU_0079,214,0,21.0,48
2023-04-30,SKU_0079,159,0,21.0,48
2023-05-07,SKU_0079,120,0,21.0,48
2023-05-14,SKU_0079,96,0,21.0,48
2023-05-21,SKU_0079,71,0,21.0,48
2023-05-28,SKU_0079,68,0,21.0,48
2023-06-04,SKU_0079,66,0,21.0,48
2023-06-11,SKU_0079,48,0,21.0,48
2023-06-18,SKU_0079,203,0,21.0,48
2023-06-25,SKU_0079,174,0,21.0,48
2023-07-02,SKU_0079,152,0,21.0,48
2023-07-09,SKU_0079,123,0,21.0,48
2023-07-16,SKU_0079,118,0,21.0,48
2023-07-23,SKU_0079,101,0,21.0,48
2023-07-30,SKU_0079,99,0,21.0,48
2023-08-06,SKU_0079,72,0,21.0,48
2023-08-13,SKU_0079,71,0,21.0,48
2023-08-20,SKU_0079,59,0,21.0,48
2023-08-27,SKU_0079,54,0,21.0,48
2023-09-03,SKU_0079,53,0,21.0,48
2023-09-10,SKU_0079,47,114,21.0,48
2023-09-17,SKU_0079,220,0,21.0,48
2023-09-24,SKU_0079,195,0,21.0,48
2023-10-01,SKU_0079,188,0,21.0,48
2023-10-08,SKU_0079,145,0,21.0,48
2023-10-15,SKU_0079,107,0,21.0,48
2023-10-22,SKU_0079,97,0,21.0,48
2023-10-29,SKU_0079,82,0,21.0,48
2023-11-05,SKU_0079,76,0,21.0,48
2023-11-12,SKU_0079,73,0,21.0,48
2023-11-19,SKU_0079,57,0,21.0,48
2023-11-26,SKU_0079,48,0,21.0,48
2023-12-03,SKU_0079,46,108,21.0,48
2023-12-10,SKU_0079,43,157,21.0,48
2023-12-17,SKU_0079,34,129,21.0,48
2023-12-24,SKU_0079,136,0,21.0,48
2023-12-31,SKU_0079,109,0,21.0,48
2024-01-07,SKU_0079,93,0,21.0,48
2024-01-14,SKU_0079,71,0,21.0,48
2024-01-21,SKU_0079,52,0,21.0,48
2024-01-28,SKU_0079,49,0,21.0,48
2024-02-04,SKU_0079,44,131,21.0,48
2024-02-11,SKU_0079,33,119,21.0,48
2024-02-18,SKU_0079,211,0,21.0,48
2024-02-25,SKU_0079,209,0,21.0,48
2024-03-03,SKU_0079,168,0,21.0,48
2024-03-10,SKU_0079,127,0,21.0,48
2024-03-17,SKU_0079,105,0,21.0,48
2024-03-24,SKU_0079,98,0,21.0,48
2024-03-31,SKU_0079,97,0,21.0,48
2024-04-07,SKU_0079,89,0,21.0,48
2024-04-14,SKU_0079,72,0,21.0,48
2024-04-21,SKU_0079,55,0,21.0,48
2024-04-28,SKU_0079,51,0,21.0,48
2024-05-05,SKU_0079,214,0,21.0,48
2024-05-12,SKU_0079,209,0,21.0,48
2024-05-19,SKU_0079,188,0,21.0,48
2024-05-26,SKU_0079,158,0,21.0,48
2024-06-02,SKU_0079,152,0,21.0,48
2024-06-09,SKU_0079,109,0,21.0,48
2024-06-16,SKU_0079,105,0,21.0,48
2024-06-23,SKU_0079,77,0,21.0,48
2024-06-30,SKU_0079,77,0,21.0,48
2024-07-07,SKU_0079,66,0,21.0,48
2024-07-14,SKU_0079,63,0,21.0,48
2024-07-21,SKU_0079,63,0,21.0,48
2024-07-28,SKU_0079,166,0,21.0,48
2024-08-04,SKU_0079,122,0,21.0,48
2024-08-11,SKU_0079,93,0,21.0,48
2024-08-18,SKU_0079,70,0,21.0,48
2024-08-25,SKU_0079,60,0,21.0,48
2024-09-01,SKU_0079,46,171,21.0,48
2024-09-08,SKU_0079,41,51,21.0,48
2024-09-15,SKU_0079,34,74,21.0,48
2024-09-22,SKU_0079,164,0,21.0,48
2024-09-29,SKU_0079,136,0,21.0,48
2024-10-06,SKU_0079,103,0,21.0,48
2024-10-13,SKU_0079,86,0,21.0,48
2024-10-20,SKU_0079,66,0,21.0,48
2024-10-27,SKU_0079,56,0,21.0,48
2024-11-03,SKU_0079,214,0,21.0,48
2024-11-10,SKU_0079,155,0,21.0,48
2024-11-17,SKU_0079,131,0,21.0,48
2024-11-24,SKU_0079,126,0,21.0,48
2024-12-01,SKU_0079,90,0,21.0,48
2024-12-08,SKU_0079,70,0,21.0,48
2024-12-15,SKU_0079,60,0,21.0,48
2024-12-22,SKU_0079,54,0,21.0,48
2024-12-29,SKU_0079,44,53,21.0,48
2023-01-01,SKU_0080,100,0,28.0,94
2023-01-08,SKU_0080,95,0,28.0,94
2023-01-15,SKU_0080,69,198,28.0,94
2023-01-22,SKU_0080,55,190,28.0,94
2023-01-29,SKU_0080,54,70,28.0,94
2023-02-05,SKU_0080,116,0,28.0,94
2023-02-12,SKU_0080,97,0,28.0,94
2023-02-19,SKU_0080,90,62,28.0,94
2023-02-26,SKU_0080,192,0,28.0,94
2023-03-05,SKU_0080,175,0,28.0,94
2023-03-12,SKU_0080,132,0,28.0,94
2023-03-19,SKU_0080,131,0,28.0,94
2023-03-26,SKU_0080,125,0,28.0,94
2023-04-02,SKU_0080,255,0,28.0,94
2023-04-09,SKU_0080,218,0,28.0,94
2023-04-16,SKU_0080,179,0,28.0,94
2023-04-23,SKU_0080,149,0,28.0,94
2023-04-30,SKU_0080,110,0,28.0,94
2023-05-07,SKU_0080,99,0,28.0,94
2023-05-14,SKU_0080,75,121,28.0,94
2023-05-21,SKU_0080,73,124,28.0,94
2023-05-28,SKU_0080,52,191,28.0,94
2023-06-04,SKU_0080,129,0,28.0,94
2023-06-11,SKU_0080,119,0,28.0,94
2023-06-18,SKU_0080,89,78,28.0,94
2023-06-25,SKU_0080,69,91,28.0,94
2023-07-02,SKU_0080,53,121,28.0,94
2023-07-09,SKU_0080,39,195,28.0,94
2023-07-16,SKU_0080,29,59,28.0,94
2023-07-23,SKU_0080,167,0,28.0,94
2023-07-30,SKU_0080,154,0,28.0,94
2023-08-06,SKU_0080,127,0,28.0,94
2023-08-13,SKU_0080,92,83,28.0,94
2023-08-20,SKU_0080,86,112,28.0,94
2023-08-27,SKU_0080,250,0,28.0,94
2023-09-03,SKU_0080,236,0,28.0,94
2023-09-10,SKU_0080,225,0,28.0,94
2023-09-17,SKU_0080,204,0,28.0,94
2023-09-24,SKU_0080,152,0,28.0,94
2023-10-01,SKU_0080,116,0,28.0,94
2023-10-08,SKU_0080,100,0,28.0,94
2023-10-15,SKU_0080,139,0,28.0,94
2023-10-22,SKU_0080,108,0,28.0,94
2023-10-29,SKU_0080,77,105,28.0,94
2023-11-05,SKU_0080,161,0,28.0,94
2023-11-12,SKU_0080,117,0,28.0,94
2023-11-19,SKU_0080,101,0,28.0,94
2023-11-26,SKU_0080,268,0,28.0,94
2023-12-03,SKU_0080,267,0,28.0,94
2023-12-10,SKU_0080,267,0,28.0,94
2023-12-17,SKU_0080,257,0,28.0,94
2023-12-24,SKU_0080,209,0,28.0,94
2023-12-31,SKU_0080,192,0,28.0,94
2024-01-07,SKU_0080,160,0,28.0,94
2024-01-14,SKU_0080,150,0,28.0,94
2024-01-21,SKU_0080,107,0,28.0,94
2024-01-28,SKU_0080,83,197,28.0,94
2024-02-04,SKU_0080,60,192,28.0,94
2024-02-11,SKU_0080,111,0,28.0,94
2024-02-18,SKU_0080,255,0,28.0,94
2024-02-25,SKU_0080,222,0,28.0,94
2024-03-03,SKU_0080,201,0,28.0,94
2024-03-10,SKU_0080,178,0,28.0,94
2024-03-17,SKU_0080,159,0,28.0,94
2024-03-24,SKU_0080,131,0,28.0,94
2024-03-31,SKU_0080,129,0,28.0,94
2024-04-07,SKU_0080,117,0,28.0,94
2024-04-14,SKU_0080,244,0,28.0,94
2024-04-21,SKU_0080,235,0,28.0,94
2024-04-28,SKU_0080,216,0,28.0,94
2024-05-05,SKU_0080,190,0,28.0,94
2024-05-12,SKU_0080,155,0,28.0,94
2024-05-19,SKU_0080,132,0,28.0,94
2024-05-26,SKU_0080,103,0,28.0,94
2024-06-02,SKU_0080,184,0,28.0,94
2024-06-09,SKU_0080,183,0,28.0,94
2024-06-16,SKU_0080,166,0,28.0,94
2024-06-23,SKU_0080,158,0,28.0,94
2024-06-30,SKU_0080,117,0,28.0,94
2024-07-07,SKU_0080,209,0,28.0,94
2024-07-14,SKU_0080,151,0,28.0,94
2024-07-21,SKU_0080,146,0,28.0,94
2024-07-28,SKU_0080,136,0,28.0,94
2024-08-04,SKU_0080,116,0,28.0,94
2024-08-11,SKU_0080,106,0,28.0,94
2024-08-18,SKU_0080,147,0,28.0,94
2024-08-25,SKU_0080,128,0,28.0,94
2024-09-01,SKU_0080,90,152,28.0,94
2024-09-08,SKU_0080,277,0,28.0,94
2024-09-15,SKU_0080,223,0,28.0,94
2024-09-22,SKU_0080,167,0,28.0,94
2024-09-29,SKU_0080,144,0,28.0,94
2024-10-06,SKU_0080,137,0,28.0,94
2024-10-13,SKU_0080,125,0,28.0,94
2024-10-20,SKU_0080,107,0,28.0,94
2024-10-27,SKU_0080,100,0,28.0,94
2024-11-03,SKU_0080,98,0,28.0,94
2024-11-10,SKU_0080,174,0,28.0,94
2024-11-17,SKU_0080,159,0,28.0,94
2024-11-24,SKU_0080,158,0,28.0,94
2024-12-01,SKU_0080,121,0,28.0,94
2024-12-08,SKU_0080,95,0,28.0,94
2024-12-15,SKU_0080,267,0,28.0,94
2024-12-22,SKU_0080,187,0,28.0,94
2024-12-29,SKU_0080,140,0,28.0,94
2023-01-01,SKU_0081,69,0,14.0,53
2023-01-08,SKU_0081,54,0,14.0,53
2023-01-15,SKU_0081,50,189,14.0,53
2023-01-22,SKU_0081,98,0,14.0,53
2023-01-29,SKU_0081,75,0,14.0,53
2023-02-05,SKU_0081,64,0,14.0,53
2023-02-12,SKU_0081,59,0,14.0,53
2023-02-19,SKU_0081,56,0,14.0,53
2023-02-26,SKU_0081,125,0,14.0,53
2023-03-05,SKU_0081,104,0,14.0,53
2023-03-12,SKU_0081,95,0,14.0,53
2023-03-19,SKU_0081,87,0,14.0,53
2023-03-26,SKU_0081,86,0,14.0,53
2023-04-02,SKU_0081,76,0,14.0,53
2023-04-09,SKU_0081,65,0,14.0,53
2023-04-16,SKU_0081,55,0,14.0,53
2023-04-23,SKU_0081,120,0,14.0,53
2023-04-30,SKU_0081,109,0,14.0,53
2023-05-07,SKU_0081,90,0,14.0,53
2023-05-14,SKU_0081,67,0,14.0,53
2023-05-21,SKU_0081,53,0,14.0,53
2023-05-28,SKU_0081,190,0,14.0,53
2023-06-04,SKU_0081,138,0,14.0,53
2023-06-11,SKU_0081,109,0,14.0,53
2023-06-18,SKU_0081,79,0,14.0,53
2023-06-25,SKU_0081,77,0,14.0,53
2023-07-02,SKU_0081,64,0,14.0,53
2023-07-09,SKU_0081,61,0,14.0,53
2023-07-16,SKU_0081,57,0,14.0,53
2023-07-23,SKU_0081,185,0,14.0,53
2023-07-30,SKU_0081,161,0,14.0,53
2023-08-06,SKU_0081,160,0,14.0,53
2023-08-13,SKU_0081,137,0,14.0,53
2023-08-20,SKU_0081,130,0,14.0,53
2023-08-27,SKU_0081,109,0,14.0,53
2023-09-03,SKU_0081,105,0,14.0,53
2023-09-10,SKU_0081,80,0,14.0,53
2023-09-17,SKU_0081,70,0,14.0,53
2023-09-24,SKU_0081,62,0,14.0,53
2023-10-01,SKU_0081,215,0,14.0,53
2023-10-08,SKU_0081,212,0,14.0,53
2023-10-15,SKU_0081,165,0,14.0,53
2023-10-22,SKU_0081,133,0,14.0,53
2023-10-29,SKU_0081,94,0,14.0,53
2023-11-05,SKU_0081,75,0,14.0,53
2023-11-12,SKU_0081,73,0,14.0,53
2023-11-19,SKU_0081,61,0,14.0,53
2023-11-26,SKU_0081,51,186,14.0,53
2023-12-03,SKU_0081,167,0,14.0,53
2023-12-10,SKU_0081,167,0,14.0,53
2023-12-17,SKU_0081,149,0,14.0,53
2023-12-24,SKU_0081,140,0,14.0,53
2023-12-31,SKU_0081,101,0,14.0,53
2024-01-07,SKU_0081,101,0,14.0,53
2024-01-14,SKU_0081,90,0,14.0,53
2024-01-21,SKU_0081,65,0,14.0,53
2024-01-28,SKU_0081,135,0,14.0,53
2024-02-04,SKU_0081,124,0,14.0,53
2024-02-11,SKU_0081,119,0,14.0,53
2024-02-18,SKU_0081,103,0,14.0,53
2024-02-25,SKU_0081,89,0,14.0,53
2024-03-03,SKU_0081,85,0,14.0,53
2024-03-10,SKU_0081,74,0,14.0,53
2024-03-17,SKU_0081,74,0,14.0,53
2024-03-24,SKU_0081,59,0,14.0,53
2024-03-31,SKU_0081,243,0,14.0,53
2024-04-07,SKU_0081,213,0,14.0,53
2024-04-14,SKU_0081,212,0,14.0,53
2024-04-21,SKU_0081,195,0,14.0,53
2024-04-28,SKU_0081,190,0,14.0,53
2024-05-05,SKU_0081,142,0,14.0,53
2024-05-12,SKU_0081,107,0,14.0,53
2024-05-19,SKU_0081,95,0,14.0,53
2024-05-26,SKU_0081,85,0,14.0,53
2024-06-02,SKU_0081,73,0,14.0,53
2024-06-09,SKU_0081,64,0,14.0,53
2024-06-16,SKU_0081,51,124,14.0,53
2024-06-23,SKU_0081,44,105,14.0,53
2024-06-30,SKU_0081,112,0,14.0,53
2024-07-07,SKU_0081,98,0,14.0,53
2024-07-14,SKU_0081,93,0,14.0,53
2024-07-21,SKU_0081,76,0,14.0,53
2024-07-28,SKU_0081,74,0,14.0,53
2024-08-04,SKU_0081,64,0,14.0,53
2024-08-11,SKU_0081,55,0,14.0,53
2024-08-18,SKU_0081,55,0,14.0,53
2024-08-25,SKU_0081,51,185,14.0,53
2024-09-01,SKU_0081,218,0,14.0,53
2024-09-08,SKU_0081,162,0,14.0,53
2024-09-15,SKU_0081,114,0,14.0,53
2024-09-22,SKU_0081,111,0,14.0,53
2024-09-29,SKU_0081,89,0,14.0,53
2024-10-06,SKU_0081,70,0,14.0,53
2024-10-13,SKU_0081,55,0,14.0,53
2024-10-20,SKU_0081,41,57,14.0,53
2024-10-27,SKU_0081,114,0,14.0,53
2024-11-03,SKU_0081,94,0,14.0,53
2024-11-10,SKU_0081,74,0,14.0,53
2024-11-17,SKU_0081,74,0,14.0,53
2024-11-24,SKU_0081,73,0,14.0,53
2024-12-01,SKU_0081,70,0,14.0,53
2024-12-08,SKU_0081,61,0,14.0,53
2024-12-15,SKU_0081,46,198,14.0,53
2024-12-22,SKU_0081,144,0,14.0,53
2024-12-29,SKU_0081,102,0,14.0,53
2023-01-01,SKU_0082,249,0,28.0,21
2023-01-08,SKU_0082,238,0,28.0,21
2023-01-15,SKU_0082,173,0,28.0,21
2023-01-22,SKU_0082,167,0,28.0,21
2023-01-29,SKU_0082,119,0,28.0,21
2023-02-05,SKU_0082,91,0,28.0,21
2023-02-12,SKU_0082,82,0,28.0,21
2023-02-19,SKU_0082,59,0,28.0,21
2023-02-26,SKU_0082,43,0,28.0,21
2023-03-05,SKU_0082,31,0,28.0,21
2023-03-12,SKU_0082,22,0,28.0,21
2023-03-19,SKU_0082,21,0,28.0,21
2023-03-26,SKU_0082,151,0,28.0,21
2023-04-02,SKU_0082,136,0,28.0,21
2023-04-09,SKU_0082,118,0,28.0,21
2023-04-16,SKU_0082,86,0,28.0,21
2023-04-23,SKU_0082,79,0,28.0,21
2023-04-30,SKU_0082,73,0,28.0,21
2023-05-07,SKU_0082,69,0,28.0,21
2023-05-14,SKU_0082,51,0,28.0,21
2023-05-21,SKU_0082,45,0,28.0,21
2023-05-28,SKU_0082,38,0,28.0,21
2023-06-04,SKU_0082,27,0,28.0,21
2023-06-11,SKU_0082,21,0,28.0,21
2023-06-18,SKU_0082,18,190,28.0,21
2023-06-25,SKU_0082,70,0,28.0,21
2023-07-02,SKU_0082,68,0,28.0,21
2023-07-09,SKU_0082,63,0,28.0,21
2023-07-16,SKU_0082,62,0,28.0,21
2023-07-23,SKU_0082,53,0,28.0,21
2023-07-30,SKU_0082,39,0,28.0,21
2023-08-06,SKU_0082,34,0,28.0,21
2023-08-13,SKU_0082,30,0,28.0,21
2023-08-20,SKU_0082,27,0,28.0,21
2023-08-27,SKU_0082,23,0,28.0,21
2023-09-03,SKU_0082,23,0,28.0,21
2023-09-10,SKU_0082,196,0,28.0,21
2023-09-17,SKU_0082,168,0,28.0,21
2023-09-24,SKU_0082,161,0,28.0,21
2023-10-01,SKU_0082,113,0,28.0,21
2023-10-08,SKU_0082,80,0,28.0,21
2023-10-15,SKU_0082,63,0,28.0,21
2023-10-22,SKU_0082,51,0,28.0,21
2023-10-29,SKU_0082,41,0,28.0,21
2023-11-05,SKU_0082,39,0,28.0,21
2023-11-12,SKU_0082,31,0,28.0,21
2023-11-19,SKU_0082,25,0,28.0,21
2023-11-26,SKU_0082,21,0,28.0,21
2023-12-03,SKU_0082,212,0,28.0,21
2023-12-10,SKU_0082,156,0,28.0,21
2023-12-17,SKU_0082,119,0,28.0,21
2023-12-24,SKU_0082,110,0,28.0,21
2023-12-31,SKU_0082,105,0,28.0,21
2024-01-07,SKU_0082,93,0,28.0,21
2024-01-14,SKU_0082,86,0,28.0,21
2024-01-21,SKU_0082,80,0,28.0,21
2024-01-28,SKU_0082,62,0,28.0,21
2024-02-04,SKU_0082,53,0,28.0,21
2024-02-11,SKU_0082,41,0,28.0,21
2024-02-18,SKU_0082,36,0,28.0,21
2024-02-25,SKU_0082,33,0,28.0,21
2024-03-03,SKU_0082,26,0,28.0,21
2024-03-10,SKU_0082,26,0,28.0,21
2024-03-17,SKU_0082,21,0,28.0,21
2024-03-24,SKU_0082,21,0,28.0,21
2024-03-31,SKU_0082,17,139,28.0,21
2024-04-07,SKU_0082,13,56,28.0,21
2024-04-14,SKU_0082,12,140,28.0,21
2024-04-21,SKU_0082,10,79,28.0,21
2024-04-28,SKU_0082,10,109,28.0,21
2024-05-05,SKU_0082,7,61,28.0,21
2024-05-12,SKU_0082,6,113,28.0,21
2024-05-19,SKU_0082,5,86,28.0,21
2024-05-26,SKU_0082,4,102,28.0,21
2024-06-02,SKU_0082,4,81,28.0,21
2024-06-09,SKU_0082,145,0,28.0,21
2024-06-16,SKU_0082,124,0,28.0,21
2024-06-23,SKU_0082,91,0,28.0,21
2024-06-30,SKU_0082,71,0,28.0,21
2024-07-07,SKU_0082,56,0,28.0,21
2024-07-14,SKU_0082,53,0,28.0,21
2024-07-21,SKU_0082,49,0,28.0,21
2024-07-28,SKU_0082,36,0,28.0,21
2024-08-04,SKU_0082,27,0,28.0,21
2024-08-11,SKU_0082,26,0,28.0,21
2024-08-18,SKU_0082,22,0,28.0,21
2024-08-25,SKU_0082,20,187,28.0,21
2024-09-01,SKU_0082,217,0,28.0,21
2024-09-08,SKU_0082,152,0,28.0,21
2024-09-15,SKU_0082,134,0,28.0,21
2024-09-22,SKU_0082,111,0,28.0,21
2024-09-29,SKU_0082,92,0,28.0,21
2024-10-06,SKU_0082,85,0,28.0,21
2024-10-13,SKU_0082,65,0,28.0,21
2024-10-20,SKU_0082,63,0,28.0,21
2024-10-27,SKU_0082,61,0,28.0,21
2024-11-03,SKU_0082,54,0,28.0,21
2024-11-10,SKU_0082,43,0,28.0,21
2024-11-17,SKU_0082,42,0,28.0,21
2024-11-24,SKU_0082,31,0,28.0,21
2024-12-01,SKU_0082,23,0,28.0,21
2024-12-08,SKU_0082,18,131,28.0,21
2024-12-15,SKU_0082,134,0,28.0,21
2024-12-22,SKU_0082,133,0,28.0,21
2024-12-29,SKU_0082,133,0,28.0,21
2023-01-01,SKU_0083,82,0,28.0,72
2023-01-08,SKU_0083,77,0,28.0,72
2023-01-15,SKU_0083,128,0,28.0,72
2023-01-22,SKU_0083,100,0,28.0,72
2023-01-29,SKU_0083,76,0,28.0,72
2023-02-05,SKU_0083,184,0,28.0,72
2023-02-12,SKU_0083,159,0,28.0,72
2023-02-19,SKU_0083,152,0,28.0,72
2023-02-26,SKU_0083,123,0,28.0,72
2023-03-05,SKU_0083,101,0,28.0,72
2023-03-12,SKU_0083,84,0,28.0,72
2023-03-19,SKU_0083,75,0,28.0,72
2023-03-26,SKU_0083,268,0,28.0,72
2023-04-02,SKU_0083,256,0,28.0,72
2023-04-09,SKU_0083,200,0,28.0,72
2023-04-16,SKU_0083,149,0,28.0,72
2023-04-23,SKU_0083,128,0,28.0,72
2023-04-30,SKU_0083,98,0,28.0,72
2023-05-07,SKU_0083,85,0,28.0,72
2023-05-14,SKU_0083,72,0,28.0,72
2023-05-21,SKU_0083,57,148,28.0,72
2023-05-28,SKU_0083,56,149,28.0,72
2023-06-04,SKU_0083,195,0,28.0,72
2023-06-11,SKU_0083,158,0,28.0,72
2023-06-18,SKU_0083,114,0,28.0,72
2023-06-25,SKU_0083,91,0,28.0,72
2023-07-02,SKU_0083,90,0,28.0,72
2023-07-09,SKU_0083,88,0,28.0,72
2023-07-16,SKU_0083,71,149,28.0,72
2023-07-23,SKU_0083,192,0,28.0,72
2023-07-30,SKU_0083,157,0,28.0,72
2023-08-06,SKU_0083,120,0,28.0,72
2023-08-13,SKU_0083,92,0,28.0,72
2023-08-20,SKU_0083,82,0,28.0,72
2023-08-27,SKU_0083,78,0,28.0,72
2023-09-03,SKU_0083,210,0,28.0,72
2023-09-10,SKU_0083,156,0,28.0,72
2023-09-17,SKU_0083,131,0,28.0,72
2023-09-24,SKU_0083,122,0,28.0,72
2023-10-01,SKU_0083,91,0,28.0,72
2023-10-08,SKU_0083,81,0,28.0,72
2023-10-15,SKU_0083,77,0,28.0,72
2023-10-22,SKU_0083,175,0,28.0,72
2023-10-29,SKU_0083,162,0,28.0,72
2023-11-05,SKU_0083,125,0,28.0,72
2023-11-12,SKU_0083,117,0,28.0,72
2023-11-19,SKU_0083,103,0,28.0,72
2023-11-26,SKU_0083,103,0,28.0,72
2023-12-03,SKU_0083,89,0,28.0,72
2023-12-10,SKU_0083,89,0,28.0,72
2023-12-17,SKU_0083,239,0,28.0,72
2023-12-24,SKU_0083,233,0,28.0,72
2023-12-31,SKU_0083,217,0,28.0,72
2024-01-07,SKU_0083,193,0,28.0,72
2024-01-14,SKU_0083,168,0,28.0,72
2024-01-21,SKU_0083,144,0,28.0,72
2024-01-28,SKU_0083,141,0,28.0,72
2024-02-04,SKU_0083,120,0,28.0,72
2024-02-11,SKU_0083,102,0,28.0,72
2024-02-18,SKU_0083,85,0,28.0,72
2024-02-25,SKU_0083,85,0,28.0,72
2024-03-03,SKU_0083,62,96,28.0,72
2024-03-10,SKU_0083,58,94,28.0,72
2024-03-17,SKU_0083,148,0,28.0,72
2024-03-24,SKU_0083,127,0,28.0,72
2024-03-31,SKU_0083,98,0,28.0,72
2024-04-07,SKU_0083,95,0,28.0,72
2024-04-14,SKU_0083,83,0,28.0,72
2024-04-21,SKU_0083,79,0,28.0,72
2024-04-28,SKU_0083,193,0,28.0,72
2024-05-05,SKU_0083,167,0,28.0,72
2024-05-12,SKU_0083,138,0,28.0,72
2024-05-19,SKU_0083,125,0,28.0,72
2024-05-26,SKU_0083,105,0,28.0,72
2024-06-02,SKU_0083,76,0,28.0,72
2024-06-09,SKU_0083,74,0,28.0,72
2024-06-16,SKU_0083,57,69,28.0,72
2024-06-23,SKU_0083,41,146,28.0,72
2024-06-30,SKU_0083,33,135,28.0,72
2024-07-07,SKU_0083,127,0,28.0,72
2024-07-14,SKU_0083,118,0,28.0,72
2024-07-21,SKU_0083,96,0,28.0,72
2024-07-28,SKU_0083,90,0,28.0,72
2024-08-04,SKU_0083,85,0,28.0,72
2024-08-11,SKU_0083,232,0,28.0,72
2024-08-18,SKU_0083,228,0,28.0,72
2024-08-25,SKU_0083,192,0,28.0,72
2024-09-01,SKU_0083,187,0,28.0,72
2024-09-08,SKU_0083,133,0,28.0,72
2024-09-15,SKU_0083,129,0,28.0,72
2024-09-22,SKU_0083,106,0,28.0,72
2024-09-29,SKU_0083,93,0,28.0,72
2024-10-06,SKU_0083,248,0,28.0,72
2024-10-13,SKU_0083,221,0,28.0,72
2024-10-20,SKU_0083,206,0,28.0,72
2024-10-27,SKU_0083,189,0,28.0,72
2024-11-03,SKU_0083,175,0,28.0,72
2024-11-10,SKU_0083,143,0,28.0,72
2024-11-17,SKU_0083,111,0,28.0,72
2024-11-24,SKU_0083,92,0,28.0,72
2024-12-01,SKU_0083,78,0,28.0,72
2024-12-08,SKU_0083,55,188,28.0,72
2024-12-15,SKU_0083,182,0,28.0,72
